url,username,text,time,likes,retweets,profile_picture,category
https://twitter.com/twitter/statuses/1406239357917405189,cnn,Despite surging home prices that are rising at the fastest pace on record the Federal Reserve continues to prop up the housing market by purchasing 40 billion of mortgage bonds each month,2021-06-19 13:16:04,201,65,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406235841786257416,cnn,17th century European paintings found in roadside dumpster,2021-06-19 13:02:05,315,56,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,entertainment
https://twitter.com/twitter/statuses/1406231307798069250,cnn,TJ Atkins family has been in the cattle ranching business for nearly a century In that time he says a drought has never hit their operations this hard,2021-06-19 12:44:04,176,48,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406228035096002567,cnn,The Juneteenth flag is full of symbols Heres what each element of the flag represents,2021-06-19 12:31:04,514,168,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406220240342732805,cnn,She was a genuine hero who went above and beyond the call of duty who pushed back against the blue wall of silence and who exercised greatcourageProfRonSullivanteachesDonLemonabout a social justicewarrioryou may not know Listen now,2021-06-19 12:00:06,101,26,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406216704246624258,cnn,If you are a man who has hesitated to get the Covid19 vaccine due to concerns spread on social media that the vaccine may harm fertility take heart,2021-06-19 11:46:03,938,235,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1406212956212416513,cnn,The US Navy has denied a request by football team captain Cameron Kinley to delay his military service and try to play in the National Football League,2021-06-19 11:31:09,212,57,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,sport
https://twitter.com/twitter/statuses/1406205173966462981,cnn,If you paid 5 in taxes in 2011 you paid more that year than Jeff Bezos one of the wealthiest people in the world Chuck Collins writes adding Its time to modernize the federal tax code CNNBusiness Perspectives,2021-06-19 11:00:14,1524,328,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406197839248625672,cnn,This 1098carat stone is believed to be the thirdlargest gemquality diamond ever found the countrys government says,2021-06-19 10:31:05,574,114,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1406193956510220289,cnn,Tropical Storm Claudette made landfall near New Orleans threatening to dump torrential rain as millions across the South are under storm warnings according to the National Hurricane Center,2021-06-19 10:15:39,185,63,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,weather
https://twitter.com/twitter/statuses/1406190291946807300,cnn,China successfully launched three astronauts into space bringing the country one step closer to completing its new space station CNNs DavidCulver reports,2021-06-19 10:01:06,359,83,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406174977750077440,cnn,Even if you dont like the news media take notice Secret Justice Department proceedings against the free press affect everyone in this country Pentagon correspondent BarbaraStarrCNN writes for CNNOpinion,2021-06-19 9:00:14,308,76,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406159842885185536,cnn,One of the worlds largest diamonds has been unearthed in Botswana,2021-06-19 8:00:06,1481,198,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1406155227254906885,cnn,Ebrahim Raisi a hardline cleric with a brutal rights record is set to be Irans new president preliminary results from controversial election show,2021-06-19 7:41:45,195,49,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406145007325749248,cnn,The Australian region of Gippsland has encountered a phenomenon known as ballooning in which spiders move to higher ground after heavy rains and flooding,2021-06-19 7:01:09,490,146,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406129889959452675,cnn,The National Museum of Denmark will display two Viking skeletons found to be related that were discovered in different countries The remains have given researchers a glimpse into Viking life in its heyday,2021-06-19 6:01:05,438,85,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406119030415577090,cnn,A coronavirus outbreak in southern China has clogged ports critical to global trade causing a shipping backlog that could take months to clear and lead to shortages during the yearend holiday shopping season,2021-06-19 5:17:55,337,160,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406116035162484739,cnn,The West is in the midst of a recordbreaking heat wave this week as alltime records were shattered and daily records broken in over a dozen states,2021-06-19 5:06:01,552,206,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,weather
https://twitter.com/twitter/statuses/1406114812858441730,cnn,The remains of a Great Wall fort dating back to the Ming Dynasty were discovered in Northwest Chinas Shaanxi Province,2021-06-19 5:01:10,305,78,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1406110321505452032,cnn,A stray Shih Tzu needed a haircut so badly you could barely tell it was a dog But postshave a star is born CNNs Jeanne Moos reports,2021-06-19 4:43:19,998,159,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
https://twitter.com/twitter/statuses/1406107390290898945,cnn,Sales of oat milk were about 3164 million in US retail in the year ending on May 29 according to Nielsen Thats still a small market compared to nondairy milk alternatives overall but oat milk is up about 1200 percent over the past two years,2021-06-19 4:31:40,438,64,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406103484756332549,cnn,Taiwanese architect and engineer Arthur Huang turns everyday trash into materials used for interiors construction and consumer productsHe turned his attention to designing a hospital ward made from recycled materials,2021-06-19 4:16:09,370,90,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406099699044659200,cnn,This 10story apartment building was built in just over a day,2021-06-19 4:01:06,895,249,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1406094958407389187,cnn,Paleontologists working in China have discovered a new species of giant rhino the largest land mammal ever to have walked the earth,2021-06-19 3:42:16,1903,360,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406092194763743235,cnn,A beauty salon in Dubai is giving new meaning to the phrase chipped nails Lanour Beauty Lounge is offering a tiny microchip for customers fingernails that can be used as a digital business card,2021-06-19 3:31:17,409,165,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,technology
https://twitter.com/twitter/statuses/1406088452026798080,cnn,An estimated 19 of Black American families have a negative net worth because of a history of discriminatory policies from the government and private industry that has hindered their accumulation of wealth over time a new McKinsey amp Company study finds,2021-06-19 3:16:25,577,191,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406084599168577539,cnn,Taiwanese architect and engineer Arthur Huang turns everyday trash into materials used for interiors construction and consumer productsHe turned his attention to designing a hospital ward made from recycled materials,2021-06-19 3:01:06,88,25,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406082033164730370,cnn,Serena Williams took to Instagram to share an adorable video of her giving her 3yearold daughter Olympia a tennis lesson,2021-06-19 2:50:55,936,92,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,entertainment
https://twitter.com/twitter/statuses/1406078432061046786,cnn,Newly released footage from January 6 shows a supporter of former President Donald Trump taunting stalking and punching law enforcement outside the US Capitol the latest release of upclose video of rioters who have been charged with assaulting police,2021-06-19 2:36:36,622,195,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406075937519771654,cnn,The Pentagon is pulling missile defense systems and other military hardware and personnel from Saudi Arabia and other countries in the Middle East according to a defense official as it realigns its mission and forces to confront China and Russia,2021-06-19 2:26:41,524,198,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406074952336375817,cnn,RT OutFrontCNN They have no shame Democratic Rep Dan Kildee says of those who whipped up the Capitol riot and spread the big lieH,2021-06-19 2:22:46,0,75,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406073408794894342,cnn,The couple alleged to be involved in a Southern California road rage incident last month that ended in the fatal shooting of 6yearold Aiden Leos pleaded not guilty in court Friday,2021-06-19 2:16:38,133,44,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1406069492233519108,cnn,This house of horrors is listed for 600000 and getting multiple allcash offers,2021-06-19 2:01:05,160,28,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
https://twitter.com/twitter/statuses/1406068177037979649,cnn,RT OutFrontCNN Democratic Sen Tim Kaine predicts uniform democratic support for protecting voting rights in a vote next Tuesday under,2021-06-19 1:55:51,0,36,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406067229951774721,cnn,The National Museum of Denmark will display two Viking skeletons found to be related that were discovered in different countries The remains have given researchers a glimpse into Viking life in its heyday,2021-06-19 1:52:05,410,87,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406065490540249091,cnn,The Australian region of Gippsland has encountered a phenomenon known as ballooning in which spiders move to higher ground after heavy rains and flooding,2021-06-19 1:45:11,362,97,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,science
https://twitter.com/twitter/statuses/1406063964035944449,cnn,The Supreme Court dismissed a challenge to the Affordable Care Act on Thursday in a decision that will leave the law intact and save health care coverage for millions of Americans CNNs JohnAvlon looks at the many hurdles the ACA has faced,2021-06-19 1:39:07,335,77,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1406061523223580673,cnn,The US Navy has denied a request by football team captain Cameron Kinley to delay his military service and try to play in the National Football League,2021-06-19 1:29:25,283,84,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,sport
https://twitter.com/twitter/statuses/1406058790257053699,cnn,TJ Atkins family has been in the cattle ranching business for nearly a century In that time he says a drought has never hit their operations this hard,2021-06-19 1:18:33,188,49,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406057156814770180,cnn,Honestly you can feel the smell If there were ever a time to sell a house of horrors the time is now,2021-06-19 1:12:04,172,33,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
https://twitter.com/twitter/statuses/1406054532363309058,cnn,If the Biden administration wants to be truly courageous and turn the page completely on Trumps xenophobic immigration agenda it must go further and rescind its own policies against asylumseeking families writes Kica Matos for CNNOpinion,2021-06-19 1:01:38,162,30,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406051988144545793,cnn,More than 100000 names will be removed from Georgias voter registration rolls in an attempt to keep the states voter files up to date Georgias secretary of state announced in a statement,2021-06-19 0:51:31,339,227,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406047549417472003,cnn,Its that combination of groan and chuckle that defines a dad joke and also explains their appeal,2021-06-19 0:33:53,151,31,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
https://twitter.com/twitter/statuses/1406046608484044802,cnn,RT CNNSitRoom I think well get something on infrastructure It may not be 6 trillion but well get something says Rep Ro Khanna of,2021-06-19 0:30:09,0,34,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406046355953389572,cnn,RT AC360 We all need to have the facts We all need to recognize what happened because so long as elected leaders try to tell you Ja,2021-06-19 0:29:08,0,258,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406043058576281601,cnn,Inclusion is not a favor that adults do for disabled kids but both an ethical obligation and a legal right owed to all children David M Perry writes for CNNOpinion,2021-06-19 0:16:02,558,104,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
https://twitter.com/twitter/statuses/1406039077439213569,cnn,The nightly banter between DonLemon and ChrisCuomo has become a ritual Now you can hear more insights and quips in their new podcast The Handoff Listen exclusively on ApplePodcasts,2021-06-19 0:00:13,125,26,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,entertainment
https://twitter.com/twitter/statuses/1406036688594477056,cnn,The family of a Utah teen with Down syndrome says theyre grateful for the support shes received from friends and the community after she wasnt included in the cheerleading team photo used in her schools yearbook,2021-06-18 23:50:44,561,103,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
https://twitter.com/twitter/statuses/1406033859007877120,cnn,Unable to win the debate about the continuing consequences of racist policies and actions rightwing activists are now working to sidestep it Nicole Hemmer writes for CNNOpinion,2021-06-18 23:39:29,156,53,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406030052651933700,cnn,Two years after the Spice Girls performed their sellout reunion tour Melanie Chisholm better known as Mel C or Sporty Spice has said the band would be absolute fools to not want to head back out on the road,2021-06-18 23:24:21,471,69,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,entertainment
https://twitter.com/twitter/statuses/1406027621956304899,cnn,While Trumps popularity within the GOP base is unquestioned and would worry any candidate on the other side of his endorsement there are reasons to believe Murkowski still has a solid chance of winning writes ChrisCillizza Analysis,2021-06-18 23:14:42,303,64,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406027609742401536,cnn,Cities are debating keeping extra outdoor dining spaces for restaurants tomforemancnn reports,2021-06-18 23:14:39,125,26,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1406026361404284932,cnn,Police arrested a 19yearold man in connection with eight shootings near Phoenix Arizona in which four people were shot including one fatally,2021-06-18 23:09:41,233,84,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1406026247843586053,cnn,On Capitol Hill at the height of the pandemic Rep Jim McGovern could always be spotted wearing a black mask that said end hunger nowHes been working closely with his Democratic colleagues in an effort to put an end to food insecurity in the US,2021-06-18 23:09:14,320,59,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406022703572828166,cnn,Former President Donald Trump has endorsed Alaska GOP Senate candidate Kelly Tshibaka pledging to campaign against Republican Sen Lisa Murkowski who voted to convict him of inciting the deadly insurrection at the Capitol on January 6,2021-06-18 22:55:09,328,76,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406018938706747393,cnn,An estimated 19 of Black American families have a negative net worth because of a history of discriminatory policies from the government and private industry that has hindered their accumulation of wealth over time a new McKinsey amp Company study finds,2021-06-18 22:40:12,539,231,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406016455255134212,cnn,While federal health officials are warning most about the Delta variant the B16172 strain first seen in India other variants are also gaining ground in parts of the US,2021-06-18 22:30:20,191,66,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1406013117847511042,cnn,A Colorado baker who was the subject of a 2018 Supreme Court case for refusing to bake a cake for a samesex wedding has violated state discrimination laws in another case a Denver district court has found,2021-06-18 22:17:04,854,157,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1406009097758167041,cnn,Wall Street is worried about inflation But investors are also nervous about the Fed taking away the stimulus it injected into the market during the height of the Covid19 pandemic,2021-06-18 22:01:05,137,46,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1406003366510145549,cnn,Former Vice President Mike Pence was heckled at a conference for religious conservatives ahead of a speech that took aim at his successor,2021-06-18 21:38:19,399,66,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1405999323557597185,cnn,A move to potentially rebuke President Biden and other politicians who receive communion but oppose the churchs position on abortion advances to the next phase,2021-06-18 21:22:15,376,81,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1405996633280626691,cnn,Sales of oat milk were about 3164 million in US retail in the year ending on May 29 according to Nielsen Thats still a small market compared to nondairy milk alternatives overall but oat milk is up about 1200 percent over the past two years,2021-06-18 21:11:34,381,51,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1405995582200582145,cnn,RT CNNnewsroom CDC Director Dr Rochelle Walensky said she anticipates the Delta variant first identified in India will be the predomina,2021-06-18 21:07:23,0,30,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1405993993666695179,cnn,The truth is that deaths and hospitalizations are drastically down in places where people are getting vaccinated Biden said But unfortunately cases and hospitalizations are not going down in many places in the lower vaccination rate states,2021-06-18 21:01:04,393,82,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1405990221313982470,cnn,Citing a lack of evidence of malicious intent Michigan Attorney General Dana Nessel will not pursue charges against a county commissioner who brandished a firearm during a virtual board meeting in January her office announced,2021-06-18 20:46:05,149,46,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1405987755826495498,cnn,Dr Michael Saag normally cares for Covid19 patients but early in the pandemic he became a patient Now he has joined the ranks with lingering symptoms from a condition doctors are still trying to understand,2021-06-18 20:36:17,200,57,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1405983928259858440,cnn,The Dow fell more than 530 points Friday capping its worst week since late January The SampP 500 and Nasdaq were also lower,2021-06-18 20:21:05,136,42,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,business
https://twitter.com/twitter/statuses/1405981273374527488,cnn,A Florida agency is now allowing the city of Sarasota to light up a local bridge for Pride Month after initially denying the request,2021-06-18 20:10:32,453,71,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1405977716697047042,cnn,Former Vice President Mike Pence took aim at his successor at a conference for religious conservatives in Florida criticizing VP Kamala Harris for declining to visit the USMexico border during a recent immigrationfocused trip to Central America,2021-06-18 19:56:24,221,40,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,politics
https://twitter.com/twitter/statuses/1405973441568780288,cnn,President Biden marked the US administering 300 million Covid19 shots in 150 days urging unvaccinated Americans to roll up their sleeves to protect themselves against emerging variants of the virus,2021-06-18 19:39:24,946,158,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,health
https://twitter.com/twitter/statuses/1405967862796324873,cnn,About 50 officers assigned to the Portland police departments crowd control team resigned one day after one of the teams officers was indicted for allegedly using his departmentissued baton to assault a protester last summer,2021-06-18 19:17:14,1350,265,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1405966416680001539,cnn,The West is in the midst of a recordbreaking heat wave this week as alltime records were shattered and daily records broken in over a dozen states,2021-06-18 19:11:29,274,130,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,weather
https://twitter.com/twitter/statuses/1405962801202532353,cnn,Daredevil Nik Wallenda performed a 320foot highwire walk during an event at DYouville College campus in Buffalo New York,2021-06-18 18:57:07,152,23,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,sport
https://twitter.com/twitter/statuses/1405950235592040448,cnn,As extreme drought continues to choke the southwest new satellite images are showing the significant effect its having on Californias reservoirs many of which have critically low water levels,2021-06-18 18:07:12,242,111,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,weather
https://twitter.com/twitter/statuses/1405948498332295175,cnn,The message was sent that you dont cross that blue line andsosome officers many officers dontFormer Buffalopolice officerCariolHorne speaks withDonLemon aboutintervening when she saw a colleague useachokeholdon a suspectListen now,2021-06-18 18:00:17,78,30,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1405937130145263620,cnn,Danish soccer star Christian Eriksen has had a successful operation and was discharged from a hospital less than a week after he collapsed during a game and was resuscitated with CPR and a defibrillator,2021-06-18 17:15:07,680,71,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,sport
https://twitter.com/twitter/statuses/1405933373005180933,cnn,A 2yearold was killed and three others including a 9yearold were wounded in two separate shootings on freeways in Detroit on Thursday night according to Michigan State Police,2021-06-18 17:00:11,184,79,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,others
https://twitter.com/twitter/statuses/1405931311550799876,cnn,National parks are seeing a surge of visitors for summer vacationsPlan ahead says Jenny AnzelmoSarles chief spokesperson for the National Park Service adding that hotels and campgrounds at the big parks are either fully booked or nearly fully booked through Labor Day,2021-06-18 16:52:00,228,46,https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg,lifestyle
